file,site,hole,type,core,section,distance_from_core_top1,mean_greyscale_values1,standard_deviation_of_greyscale_values1,median_of_greyscale_values1,mean_red_values1,standard_deviation_of_red_values1,median_of_red_values1,mean_green_values1,standard_deviation_of_green_values1,median_of_green_values1,mean_blue_values1,standard_deviation_of_blue_values1,median_of_blue_values1,distance_from_core_top2,mean_greyscale_values2,standard_deviation_of_greyscale_values2,median_of_greyscale_values2,mean_red_values2,standard_deviation_of_red_values2,median_of_red_values2,mean_green_values2,standard_deviation_of_green_values2,median_of_green_values2,mean_blue_values2,standard_deviation_of_blue_values2,median_of_blue_values2,Exp,Top depth CSF-B (m),Bottom depth CSF-B (m),top_depth,bot_depth,depth,age,colour
959A30X-1.dat,959,A,X,30,1,0.5,40.010142,61.637464,0,13.961968,21.343179,0,13.260649,21.008925,0,12.787525,19.433765,0,0.5,133.63985,43.456252,130,46.346743,14.985613,45,45.151341,15.156449,44,42.141762,13.739244,41,159,274,275.489,300.02,301.509,300.025,20.802,#2E2D2A
959A30X-1.dat,959,A,X,30,1,1.5,39.259635,65.342291,0,13.569473,22.610431,0,13.050203,22.702609,0,12.639959,20.239589,0,1.5,142.63067,58.470732,130,49.235421,20.490592,45,48.600432,21.61945,44,44.794816,16.90331,41,159,274,275.489,300.02,301.509,300.03499999999997,20.802799999999998,#31302C
959A30X-1.dat,959,A,X,30,1,2.5,43.376775,57.388937,18,15.210953,20.033866,7,13.135396,19.468389,3,15.030426,18.222206,8,2.5,127.56487,49.496609,114,44.500998,17.244434,40,41.566866,17.966915,37,41.497006,14.810621,38,159,274,275.489,300.02,301.509,300.04499999999996,20.803599999999996,#2C2929
959A30X-1.dat,959,A,X,30,1,3.5,66.255578,60.927747,53,23.838742,21.345444,20,20.484787,20.735371,15,21.932049,19.200838,18,3.5,123.30289,45.940892,116,43.69711,16.128414,41,39.724855,16.470109,37,39.880925,13.884641,38,159,274,275.489,300.02,301.509,300.055,20.8044,#2B2727
959A30X-1.dat,959,A,X,30,1,4.5,63.612576,55.610563,55,22.754564,19.298836,20,19.310345,19.020058,15,21.547667,17.62091,19,4.5,115.06092,41.62084,105,40.578161,14.123579,37,36.936782,14.603211,34,37.545977,13.23609,34,159,274,275.489,300.02,301.509,300.065,20.8052,#282425
959A30X-1.dat,959,A,X,30,1,5.5,59.811422,56.708656,48,21.447198,19.835344,18,18.40194,19.157823,13,19.962284,18.012954,17,5.5,115.99233,40.217048,108,41.121483,13.619461,38.5,37.438619,13.982546,35,37.432225,12.961971,35,159,274,275.489,300.02,301.509,300.075,20.805999999999997,#292525
959A30X-1.dat,959,A,X,30,1,6.5,71.425456,61.884936,67,25.881846,21.658006,25,22.411765,21.324456,19.5,23.131846,19.104027,22,6.5,121.01093,45.597797,109.5,43.247515,15.63315,39,39.305169,16.500062,35,38.45825,13.777686,35,159,274,275.489,300.02,301.509,300.085,20.8068,#2B2726
959A30X-1.dat,959,A,X,30,1,7.5,76.664807,56.542111,71,28.06288,19.69983,26,23.701318,19.527642,21,24.900609,17.575185,24,7.5,116.53656,42.670165,105,41.890311,14.809706,38,37.308044,15.363339,33,37.338208,12.894067,35,159,274,275.489,300.02,301.509,300.09499999999997,20.807599999999997,#292525
959A30X-1.dat,959,A,X,30,1,8.5,68.184584,61.959041,60,24.808824,21.595127,22,20.973631,21.011517,17,22.40213,19.657934,20,8.5,119.34479,51.524003,103,42.619764,17.756277,37,38.098818,18.265689,32,38.626208,15.914014,34,159,274,275.489,300.02,301.509,300.10499999999996,20.808399999999995,#2A2626
959A30X-1.dat,959,A,X,30,1,9.5,45.174949,51.17553,24,16.391481,17.979663,9,13.792596,16.800651,6,14.990872,16.611352,9,9.5,113.63095,36.259967,107.5,40.455782,12.305859,38,36.267007,12.270037,34,36.908163,12.09073,35,159,274,275.489,300.02,301.509,300.115,20.8092,#282424
959A30X-1.dat,959,A,X,30,1,10.5,57.763692,54.08984,42,20.375254,18.367138,16,17.263185,17.755862,12,20.125254,18.089019,15,10.5,114.71063,38.303622,108,39.693982,12.786905,37,35.930858,12.920678,33,39.085787,12.802907,37,159,274,275.489,300.02,301.509,300.125,20.81,#272327
959A30X-1.dat,959,A,X,30,1,11.5,83.640467,64.370543,77.5,29.974645,22.521952,28,26.398073,22.253675,23,27.267748,19.970483,26,11.5,127.04505,49.673814,114,45.088339,17.374717,41,41.19788,17.835967,37,40.758834,14.968495,37,159,274,275.489,300.02,301.509,300.135,20.8108,#2D2928
959A30X-1.dat,959,A,X,30,1,12.5,86.119168,66.88247,79,30.94929,23.166778,29,27.22211,23.058577,25,27.947769,20.951366,26,12.5,131.79068,50.222149,122,46.818821,17.150347,44,42.904134,17.639398,39,42.067722,15.800466,39,159,274,275.489,300.02,301.509,300.145,20.8116,#2E2A2A
959A30X-1.dat,959,A,X,30,1,13.5,69.654665,59.798961,61,25.796146,21.080841,23,21.084178,20.415348,17,22.774341,18.682514,21,13.5,120.56137,45.018547,108,43.778015,15.400557,40,38.403415,16.171672,34,38.379936,13.949112,35,159,274,275.489,300.02,301.509,300.155,20.812399999999997,#2B2626
959A30X-1.dat,959,A,X,30,1,14.5,78.051724,62.026552,80,28.780426,21.952464,30,24.656694,21.072928,24,24.614604,19.258069,25,14.5,123.50896,40.92444,119,44.882616,13.969911,43,40.043907,14.509896,39,38.582437,12.813929,37,159,274,275.489,300.02,301.509,300.16499999999996,20.8132,#2C2826
959A30X-1.dat,959,A,X,30,1,15.5,79.574037,60.629692,74,28.766734,20.96721,27,24.331643,20.18166,22,26.475659,19.670624,25,15.5,120.41904,46.883684,109,42.958185,15.768727,39,37.86032,16.051428,34,39.600534,15.285926,36,159,274,275.489,300.02,301.509,300.17499999999995,20.813999999999997,#2A2527
959A30X-1.dat,959,A,X,30,1,16.5,75.228702,68.311408,64,27.531947,24.145813,24,23.385396,23.151138,19,24.311359,21.277977,22,16.5,129.36419,54.862275,115,46.707019,19.00776,42,41.447609,19.56219,36,41.209563,16.684713,37,159,274,275.489,300.02,301.509,300.185,20.8148,#2E2929
959A30X-1.dat,959,A,X,30,1,17.5,36.852371,56.931166,0,13.863147,20.678195,0,11.774784,18.784203,0,11.21444,17.628399,0,17.5,121.38066,45.039286,113,44.539095,15.603645,41,39.360082,15.940093,36,37.481481,13.921676,35,159,274,275.489,300.02,301.509,300.195,20.8156,#2C2725
959A30X-1.dat,959,A,X,30,1,18.5,49.083164,58.48822,23,18.419878,21.146806,10.5,15.151623,19.144271,5,15.511663,18.39789,7,18.5,118.17073,40.220204,111,43.380201,13.83795,40,37.532281,14.395857,35,37.25825,12.394121,35,159,274,275.489,300.02,301.509,300.205,20.816399999999998,#2B2525
959A30X-1.dat,959,A,X,30,1,19.5,56.032961,56.705837,46,20.708418000000002,20.145555,18,16.993408,18.260015,13,18.331136,18.548369,15,19.5,113.60613,38.543325,106,41.099387,13.171844,38,35.35092,13.377327,32,37.155828,12.494186,35,159,274,275.489,300.02,301.509,300.215,20.8172,#292325
959A30X-1.dat,959,A,X,30,1,20.5,39.783976,53.289879,10,14.848377,19.216221,5,12.03854,17.452568,1,12.897059,16.874535,4,20.5,120.00585,36.48579,117,43.592593,12.573678,42,38.34308,12.918435,37,38.070175,11.570223,37,159,274,275.489,300.02,301.509,300.22499999999997,20.817999999999998,#2B2626
959A30X-1.dat,959,A,X,30,1,21.5,63.667343,51.892083,56.5,23.782454,17.8004,21.5,18.668357,17.255638,16,21.216531,17.032701,19,21.5,109.90661,41.131105,98,39.547836,13.988898,36,33.958998,14.117302,30,36.399772,13.292717,33,159,274,275.489,300.02,301.509,300.23499999999996,20.818799999999996,#272124
959A30X-1.dat,959,A,X,30,1,22.5,71.96146,61.974009,61,27.241379,21.535584,24,21.831136,20.651425,18,22.888945,19.951599,20,22.5,123.97543,49.46216,111,45.305556,16.842606,41,39.040598,17.011115,35,39.629274,15.815323,35,159,274,275.489,300.02,301.509,300.245,20.8196,#2D2727
959A30X-1.dat,959,A,X,30,1,23.5,77.764199,61.46144,69.5,29.43002,21.404459,27,24.066937,20.893404,21,24.267241,19.420997,22,23.5,122.3933,49.933762,109,44.861244,17.225262,40,39.020096,17.589524,34,38.511962,15.460093,34,159,274,275.489,300.02,301.509,300.255,20.8204,#2C2726
959A30X-1.dat,959,A,X,30,1,24.5,50.290061,57.289301,30,19.174442,20.395307,14,15.509128,18.968382,8,15.606491,18.13989,10,24.5,117.13422,44.542327,108,42.883481,15.269601,39,37.628319,15.340658,34,36.622419,14.321036,33,159,274,275.489,300.02,301.509,300.265,20.821199999999997,#2A2524
959A30X-1.dat,959,A,X,30,1,25.5,65.196755,57.152646,53,24.944219,20.28613,22,20.325558,19.413927,16,19.926978,17.71454,17,25.5,120.30035,38.391787,116,44.440736,13.164687,43,38.930955,13.684558000000001,37,36.928654,11.94677,36,159,274,275.489,300.02,301.509,300.275,20.822,#2C2624
959A30X-1.dat,959,A,X,30,1,26.5,71.318458,62.059226,59.5,27.257606,22.397918,24,22.264706,21.266803,17,21.796146,18.739882,18,26.5,125.87432,46.541417,115,46.925244,16.374278,44,40.802817,16.634716,37,38.146262,14.086241,35,159,274,275.489,300.02,301.509,300.28499999999997,20.822799999999997,#2E2826
959A30X-1.dat,959,A,X,30,1,27.5,90.877789,61.536176,82,35.383367,21.403189,33,28.166329,21.529815,25,27.328093,18.92752,25,27.5,122.13381,54.455294,106,46.214568,18.778145,40,38.890736,19.502873,33,37.028504,16.574735,33,159,274,275.489,300.02,301.509,300.29499999999996,20.823599999999995,#2E2625
959A30X-1.dat,959,A,X,30,1,28.5,87.565733,57.110268,79,34.648168,19.841274,32,26.870151,19.979042,23,26.047414,17.616548,24,28.5,117.1058,50.647565,100,44.886519,17.359314,39,36.967577,18.240793,30,35.251706,15.419462,30,159,274,275.489,300.02,301.509,300.305,20.8244,#2C2423
959A30X-1.dat,959,A,X,30,1,29.5,67.954868,58.507624,62,27.055274,20.663315,26,20.310345,19.406204,18,20.589249,18.707301,18,29.5,113.4631,52.193538,95,43.126203,17.597909,37,35.248128,17.937628,30,35.08877,16.911206,29,159,274,275.489,300.02,301.509,300.315,20.8252,#2B2323
959A30X-1.dat,959,A,X,30,1,30.5,43.756085,57.979745,26,17.795639,21.70634,13,13.041582,19.17164,6,12.918864,17.434912,7,30.5,113.34206,59.716535,91,44.027923,20.365607,36,35.490401,21.66025,27,33.823735,18.058336,27,159,274,275.489,300.02,301.509,300.325,20.826,#2C2321
959A30X-1.dat,959,A,X,30,1,31.5,54.888945,36.908217,57,22.700811,13.777596,25,15.197262,11.736198,15,16.990872,11.753597,18,31.5,89.654501,21.023329,85,35.156934,6.953014,33,26.43309,7.7014813,24,28.064477,6.7828313,27,159,274,275.489,300.02,301.509,300.335,20.8268,#231A1C
959A30X-1.dat,959,A,X,30,1,32.5,65.119675,42.987012,61,26.532454,15.059411,26,18.482759,14.285883,16,20.104462,13.958416,19,32.5,101.65086,30.092968,95,39.021552,9.9136275,37,30.681034,10.655414,29,31.948276,9.8023354,30,159,274,275.489,300.02,301.509,300.34499999999997,20.827599999999997,#271E1F
959A30X-1.dat,959,A,X,30,1,33.5,69.538032,47.022163,64,28.352434,16.515234,27,20.264706,16.052486,17,20.920892,14.821818,19,33.5,104.38477,40.456714,92,40.424897,13.549525,36,32.076132,14.49473,28,31.883745,12.766615,28,159,274,275.489,300.02,301.509,300.35499999999996,20.8284,#28201F
959A30X-1.dat,959,A,X,30,1,34.5,61.820487,41.254949,60,25.291582,15.075143,25,17.839249,14.192166,16,18.689655,12.510454,18,34.5,97.936709,30.048454,89,38.101266,10.408649,35,30.240506,11.569403,26,29.594937,8.8017998,27,159,274,275.489,300.02,301.509,300.365,20.8292,#261E1D
959A30X-1.dat,959,A,X,30,1,35.5,73.069473,59.013794,65,28.755578,21.410892,27,22.438134,20.124567,19,21.875761,17.873003,20,35.5,117.79658,48.701722,103,44.936556,17.082196,39,37.516616,17.434497,32,35.343404,14.681151,31,159,274,275.489,300.02,301.509,300.375,20.83,#2C2523
959A30X-1.dat,959,A,X,30,1,36.5,83.505071,52.709243,79,33.371704,18.407261,32,25.506592,18.103918,24,24.626775,16.529348,23,36.5,112.0024,43.358423,101,43.319489,14.651731,39,35.291534,15.186046,32,33.391374,13.829504,30,159,274,275.489,300.02,301.509,300.385,20.8308,#2B2321
959A30X-1.dat,959,A,X,30,1,37.5,74.840771,50.981329,69,30.027383,18.041113,29,22.533469,17.837316,20,22.279919,15.497,21,37.5,111.88073,39.853386,100,43.06584,13.649818,39,35.43416,14.436022,32,33.380725,12.214929,30,159,274,275.489,300.02,301.509,300.395,20.831599999999998,#2B2321
959A30X-1.dat,959,A,X,30,1,38.5,64.736308,50.566616,61,26.01217,18.177457,26,19.272819,17.183305,17,19.451318,15.587958,18,38.5,105.34989,42.186441,94,40.426566,14.485277,37,32.981641,15.135306,29,31.941685,12.952756,29,159,274,275.489,300.02,301.509,300.405,20.832399999999996,#28201F
959A30X-1.dat,959,A,X,30,1,39.5,84.279412,64.792245,79,33.229716,23.005359,32,26.542089,22.156282,24,24.507606,19.951398,22,39.5,121.91906,55.410933,103,46.680438,18.870867,40,39.341484,19.364736,33,35.897133,17.497811,30,159,274,275.489,300.02,301.509,300.41499999999996,20.833199999999998,#2E2723
959A30X-1.dat,959,A,X,30,1,40.5,117.67026,67.109751,107,45.209591,23.348612,42,39.051185,23.130849,35,33.409483,20.897501,30,40.5,134.85954,58.911365,115,51.359536,20.001441,45,44.934923,20.411379,38,38.565077,18.759213,33,159,274,275.489,300.02,301.509,300.42499999999995,20.833999999999996,#332C26
959A30X-1.dat,959,A,X,30,1,41.5,112.93154,55.959296,118,43.071501,20.256334,45,37.978702,19.076485,40,31.881339,16.852032,33,41.5,130.46929,39.179317,124,49.627311,13.340771,47,43.906977,13.544268,42,36.935003,12.551895,35,159,274,275.489,300.02,301.509,300.435,20.8348,#312B24
959A30X-1.dat,959,A,X,30,1,42.5,110.48986,67.449614,105,42.138945,23.980691,41,37.274341,23.22229,35,31.076572,20.472172,29,42.5,132.98793,55.178199,118,50.380559,18.871989,45,44.924396,19.226723,40,37.682973,17.308774,33,159,274,275.489,300.02,301.509,300.445,20.8356,#322C25
959A30X-1.dat,959,A,X,30,1,43.5,114.20183,67.845071,108,42.913286,23.955546,41,38.956897,23.652903,37,32.331643,20.480567,30,43.5,135.469,53.688803,117,50.635973,18.29255,44,46.302026,18.903177,40,38.531001,16.77294,33,159,274,275.489,300.02,301.509,300.455,20.836399999999998,#322E26
959A30X-1.dat,959,A,X,30,1,44.5,116.90314,62.851748,114,43.856491,22.364314,43,39.818458,21.969572,39,33.228195,18.800986,33,44.5,134.52097,48.594188,121,50.340815,16.659579,45,45.887773,17.224094,41,38.29238,15.067701,35,159,274,275.489,300.02,301.509,300.465,20.8372,#322D26
959A30X-1.dat,959,A,X,30,1,45.5,111.19675,62.284342,123,42.471602,22.628105,47,37.797667,21.641752,42,30.927485,18.223215,34,45.5,137.77384,38.765223,132,52.284794,13.336157,50,47,13.643192,45,38.489046,12.07749,37,159,274,275.489,300.02,301.509,300.47499999999997,20.837999999999997,#342F26
959A30X-1.dat,959,A,X,30,1,46.5,135.08671,66.491674,137,51.744929,23.045261,52,46.416836000000004,23.902955,47,36.924949,19.832849,37,46.5,155.52456,51.548399,146,58.844754,17.777759,55,53.83869,18.377069,51,42.841116,15.77928,41,159,274,275.489,300.02,301.509,300.48499999999996,20.838799999999996,#3A352A
959A30X-1.dat,959,A,X,30,1,47.5,166.98631,69.21397,163,62.812373,23.974667,62,58.46501,24.232413,57,45.708925,21.218595,44,47.5,178.56689,57.981469,168,66.882127,19.896987,63,62.546053,20.20827,59,49.138706,18.116281,46,159,274,275.489,300.02,301.509,300.495,20.8396,#423E31
959A30X-1.dat,959,A,X,30,1,48.5,167.09584,52.862797,165,63.243408,18.275017,63,58.811359,18.62397,58,45.041075,16.193617,44,48.5,173.16649,44.596401,167,65.385307,15.254584,63,60.997357,15.535616,59,46.783827,14.052643,45,159,274,275.489,300.02,301.509,300.505,20.8404,#413C2E
959A30X-1.dat,959,A,X,30,1,49.5,201.41176,62.781977,206,75.447769,21.656017,77,71.387424,22.221431,73,54.576572,19.10721,56,49.5,206.94607,55.518912,209,77.389005,19.039756,78,73.37801,19.542154,74,56.179058,17.153648,56,159,274,275.489,300.02,301.509,300.515,20.8412,#4D4938
959A30X-1.dat,959,A,X,30,1,50.5,236.34736,49.952342,243,87.39503,16.768718,90,83.666329,17.354548,86,65.286004,15.995603,67,50.5,237.27509,48.129611,243,87.717779,16.105628,90,83.988793,16.717808,86,65.568518,15.474611,67,159,274,275.489,300.02,301.509,300.525,20.842,#575341
959A30X-1.dat,959,A,X,30,1,51.5,275.90841,65.213563,289,99.551724,21.296331,104,97.666487,22.721596,102,78.690194,21.430749,82,51.5,278.04891,61.272334,289,100.27772,19.893396,104,98.432065,21.263943,102.5,79.33913,20.351752,83,159,274,275.489,300.02,301.509,300.53499999999997,20.842799999999997,#64624F
959A30X-1.dat,959,A,X,30,1,52.5,285.45892,80.10095,311,100.80426,26.944222,109,100.68661,28.130921,110,83.968053,25.232908,92,52.5,296.37309,60.11309,314,104.56201,19.794409,110,104.5467,20.968821,111,87.26438,19.586196,92,159,274,275.489,300.02,301.509,300.54499999999996,20.843599999999995,#686857
959A30X-1.dat,959,A,X,30,1,53.5,280.96957,73.831991,305,99.700304,24.56243,107,98.803753,25.827856,107,82.465517,23.725244,90,53.5,287.63665,62.165113,307,101.9849,20.388474,108,101.14576,21.69698,108,84.505986,20.393348,91,159,274,275.489,300.02,301.509,300.555,20.8444,#656554
959A30X-1.dat,959,A,X,30,1,54.5,294.46907,73.143074,313,102.95639,24.307186,110,103.87677,24.950027,110,87.635903,24.143392,93,54.5,299.52558,63.878684,315,104.6863,21.006974,110,105.61344,21.73114,111,89.22584,21.419993,93,159,274,275.489,300.02,301.509,300.565,20.8452,#686959
959A30X-1.dat,959,A,X,30,1,55.5,287.93053,54.772114,294,101.12931,18.229637,104,102.18611,18.624282,104,84.615112,18.186068,86,55.5,289.76915,50.421877,294,101.77171,16.619444,104,102.83759,17.004919,104,85.159857,17.058212,86,159,274,275.489,300.02,301.509,300.575,20.846,#656655
959A30X-1.dat,959,A,X,30,1,56.5,284.57302,32.84824,289,101.13185,10.940449,102,101.27282,11.079786,103,82.168357,11.083057,83,56.5,284.57302,32.84824,289,101.13185,10.940449,102,101.27282,11.079786,103,82.168357,11.083057,83,159,274,275.489,300.02,301.509,300.585,20.846799999999998,#656552
959A30X-1.dat,959,A,X,30,1,57.5,275.11258,39.420594,279,97.876268,12.604345,99,97.991379,13.568191,100,79.244929,13.485447,80,57.5,275.11258,39.420594,279,97.876268,12.604345,99,97.991379,13.568191,100,79.244929,13.485447,80,159,274,275.489,300.02,301.509,300.59499999999997,20.847599999999996,#61614F
959A30X-1.dat,959,A,X,30,1,58.5,282.36105,51.915862,289,100.64604,17.267774,102,100.44118,17.69836,103,81.273834,17.291105,84,58.5,283.89031,48.217377,290,101.15459,16.032703,102,100.98214,16.328343,103,81.753571,16.214331,84,159,274,275.489,300.02,301.509,300.60499999999996,20.848399999999998,#656451
959A30X-1.dat,959,A,X,30,1,59.5,282.21146,60.527433,291,99.450811,21.219519,102,100.17698,20.589009,104,82.583671,19.09807,86,59.5,283.55176,57.962343,291,99.899541,20.404972,102,100.6461,19.656909,104,83.006119,18.292883,86,159,274,275.489,300.02,301.509,300.615,20.8492,#636453
959A30X-1.dat,959,A,X,30,1,60.5,281.12931,31.556333,285,97.647566,10.607811,99,99.993915,10.673417,101,83.48783,10.486654,85,60.5,281.2415,31.168472,285,97.685439,10.476296,99,100.03247,10.537868,101,83.523592,10.368335,85,159,274,275.489,300.02,301.509,300.625,20.85,#616453
959A30X-1.dat,959,A,X,30,1,61.5,288.83164,26.215767,290,101.16937,8.6655376,102,102.72718,8.8409253,103,84.935091,9.1899646,86,61.5,288.83164,26.215767,290,101.16937,8.6655376,102,102.72718,8.8409253,103,84.935091,9.1899646,86,159,274,275.489,300.02,301.509,300.635,20.8508,#656654
959A30X-1.dat,959,A,X,30,1,62.5,260.78296,80.952878,284,90.884888,27.972779,99,92.729716,28.552754,101,77.168357,24.553094,84,62.5,281.00055,38.167515,287,97.925055,12.781665,100,99.91302,13.068033,102,83.162473,12.535505,85,159,274,275.489,300.02,301.509,300.645,20.851599999999998,#616353
959A30X-1.dat,959,A,X,30,1,63.5,238.09698,117.79387,283,82.403017,40.473908,98,84.609914,41.483927,101,71.084052,35.962881,84,63.5,286.33571,54.973084,293,99.087662,18.301411,101.5,101.70909,18.738196,104,85.538961,18.152209,88,159,274,275.489,300.02,301.509,300.655,20.8524,#636555
959A30X-1.dat,959,A,X,30,1,64.5,257.43864,66.677912,271,88.686105,22.380918,94,91.945233,23.333486,97,76.807302,21.195507,81,64.5,266.01261,49.581282,273,91.619748,16.346593,94,94.976891,17.179632,98,79.415966,16.337329,81,159,274,275.489,300.02,301.509,300.66499999999996,20.853199999999998,#5B5E4F
959A30X-1.dat,959,A,X,30,1,65.5,266.27282,57.530144,273,92.682556,19.713644,95,95.349391,19.806833,98,78.240872,18.202488,80,65.5,271.06918,45.522408,274,94.350542,15.450952,96,97.065565,15.273787,98,79.653072,14.996433,80,159,274,275.489,300.02,301.509,300.67499999999995,20.853999999999996,#5E614F
959A30X-1.dat,959,A,X,30,1,66.5,260.11004,69.347796,275,91.004564,23.540254,96,92.60497,23.902572,98,76.500507,22.054255,81,66.5,267.52063,55.136233,276,93.567624,18.473625,97,95.220888,18.695234,98,78.732115,18.114139,82,159,274,275.489,300.02,301.509,300.685,20.8548,#5D5F4E
959A30X-1.dat,959,A,X,30,1,67.5,270.75152,61.862281,280,94.515213,21.384173,97.5,96.779919,21.362429,100,79.456389,19.319016,83,67.5,276.5858,48.407353,281,96.543805,16.659243,98,98.858476,16.345123,101,81.183515,15.630408,83,159,274,275.489,300.02,301.509,300.695,20.8556,#606251
959A30X-1.dat,959,A,X,30,1,68.5,246.8854,78.158733,266,87.761156,26.975857,94,88.133367,27.015263,95,70.990872,24.371198,77,68.5,259.39797,57.710109,268,92.14156,19.619871,95,92.535791,19.581697,96,74.72062,18.730541,78,159,274,275.489,300.02,301.509,300.705,20.856399999999997,#5C5C4A
959A30X-1.dat,959,A,X,30,1,69.5,252.92495,78.537252,268,90.292089,26.919367,96,90.014706,27.123733,95,72.618154,24.662136,77,69.5,265.54536,57.159637,271,94.734258,19.027079,96,94.450374,19.362558,96,76.360726,18.910842,78,159,274,275.489,300.02,301.509,300.715,20.8572,#5E5E4C
959A30X-1.dat,959,A,X,30,1,70.5,272.77637,82.775148,289,97.187627,28.281837,103,96.671907,28.38818,102,78.916836,26.230841,84,70.5,283.35232,64.904853,293,100.90717,21.691257,104,100.38502,21.868894,103,82.060127,21.424755,85,159,274,275.489,300.02,301.509,300.72499999999997,20.857999999999997,#646452
959A30X-1.dat,959,A,X,30,1,71.5,239.97921,90.882298,269,87.022312,30.579379,96.5,84.978702,31.84465,95,67.978195,28.61526,77,71.5,253.73369,74.53644,273,91.798922,24.514267,98,89.828571,26.012978,97,72.106199,24.128098,78,159,274,275.489,300.02,301.509,300.73499999999996,20.858799999999995,#5B5948
959A30X-1.dat,959,A,X,30,1,72.5,191.8357,92.240445,205,71.242394,32.390409,77,67.954868,32.567403,73,52.638438,27.526061,56,72.5,216.56329,66.820193,221,80.294591,22.200546,82,76.748562,23.394579,79,59.520138,21.414889,61,159,274,275.489,300.02,301.509,300.745,20.8596,#504C3B
959A30X-1.dat,959,A,X,30,1,73.5,153.01318,92.257618,155,58.427992,32.799336,60,53.798174,32.45375,54,40.787018,27.32244,40,73.5,183.7697,69.948665,176,69.900246,23.250754,67,64.631158,24.560512,62,49.2383,22.345861,46,159,274,275.489,300.02,301.509,300.755,20.8604,#454031
959A30X-1.dat,959,A,X,30,1,74.5,127.89097,73.745127,125,50.577079,26.633934,50,44.347363,25.489555,43,32.966531,21.925289,31,74.5,149.49849,58.935569,137,58.810272,19.96291,54,51.81148,20.358058,47,38.876737,18.778394,35,159,274,275.489,300.02,301.509,300.765,20.8612,#3A3326
959A30X-1.dat,959,A,X,30,1,75.5,112.91164,84.993583,118,44.967134,31.73311,49,39.232759,29.503122,41,28.711746,24.122875,28,75.5,157.5027,59.859173,147,62.24441,20.2494,59,54.740941,20.702906,51,40.517348,19.115024,37,159,274,275.489,300.02,301.509,300.775,20.862,#3E3628
959A30X-1.dat,959,A,X,30,1,76.5,104.90517,73.74957,94,44.01927,26.624103,42,35.776369,25.841714,32,25.109533,21.827542,20,76.5,140.87509,60.293522,127,57.2171,20.271568,52,48.443123,21.110817,44,35.21487,19.213418,31,159,274,275.489,300.02,301.509,300.78499999999997,20.862799999999996,#393023
959A30X-1.dat,959,A,X,30,1,77.5,84.752028,62.834331,89,36.298682,24.063959,40,28.463489,21.688613,30,19.989858,17.655963,19,77.5,121.51648,44.816324,110,50.686028,15.127643,47,41.145212,15.638295,37,29.685243,14.440353,26,159,274,275.489,300.02,301.509,300.79499999999996,20.863599999999998,#32291D
959A30X-1.dat,959,A,X,30,1,78.5,117.27586,61.107353,105,48.576065,21.336491,45,40.0786,21.151681,36,28.621197,18.991066,24.5,78.5,128.90773,55.133658,112,52.836794,18.565845,47,44.11188,19.070469,38,31.959054,17.753231,27,159,274,275.489,300.02,301.509,300.805,20.8644,#342C1F
959A30X-1.dat,959,A,X,30,1,79.5,113.50558,40.141562,110,46.560345,14.299575,46,38.727181,13.617803,37,28.218053,12.541241,27,79.5,118.76559,34.27864,113,48.583871,11.554532,47,40.506989,11.626816,38.5,29.674731,11.315568,28,159,274,275.489,300.02,301.509,300.815,20.8652,#30281D
959A30X-1.dat,959,A,X,30,1,80.5,104.52383,51.437292,103.5,43.032961,18.013649,43,35.181542,17.684779,35,26.309331,16.02426,26,80.5,119.82945,41.708072,111,48.504294,13.961525,46,40.470552,14.285136,38,30.854601,13.665938,28,159,274,275.489,300.02,301.509,300.825,20.866,#30281E
959A30X-1.dat,959,A,X,30,1,81.5,77.224645,57.063253,77,33.726673,21.42067,35,25.570487,19.551091,25,17.927485,16.701191,16,81.5,108.99012,47.590638,96,45.861614,15.977126,41,36.400329,16.522423,32,26.728171,15.444828,23,159,274,275.489,300.02,301.509,300.835,20.866799999999998,#2D241A
959A30X-1.dat,959,A,X,30,1,82.5,84.343306,63.440479,86,34.848884,23.575101,37,28.457911,21.931163,29,21.036511,18.439053,20,82.5,119.39659,47.893025,108,48.245546,15.877808,44,40.518978,16.819523,37,30.632068,15.565123,27,159,274,275.489,300.02,301.509,300.84499999999997,20.867599999999996,#30281E
959A30X-1.dat,959,A,X,30,1,83.5,58.034483,61.424142,46,23.130325,23.961278,22,19.776369,20.922684,16,15.127789,16.709227,7,83.5,117.7057,29.059581,114,46.661392,9.712026,45,40.10654,9.8628525,39,30.937764,9.7045765,30,159,274,275.489,300.02,301.509,300.85499999999996,20.868399999999998,#2E281E
959A30X-1.dat,959,A,X,30,1,84.5,80.740872,84.2859,92,31.138945,31.338562,38,27.96856,29.288121,31,21.633367,23.844221,23,84.5,142.52679,63.162694,122,54.86921,21.606842,48,49.388738,22.070952,42,38.268847,19.66285,32,159,274,275.489,300.02,301.509,300.865,20.8692,#363126
959A30X-1.dat,959,A,X,30,1,85.5,121.56389,72.820077,137,46.511156,27.01266,53,42.692191,25.596845,48,32.360548,20.404865,36,85.5,155.37173,41.327425,159,59.35144,14.075535,60,54.551702,14.595213,56,41.468586,12.888278,42,159,274,275.489,300.02,301.509,300.875,20.87,#3B3629
